curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
257,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
258,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
259,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
260,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
261,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
262,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
263,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
264,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
265,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
266,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
267,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
268,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
269,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
270,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
271,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
272,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
273,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
274,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
